,price,latitude,longitude,baths,bedrooms,Total_Area,PropertyType
4794,45500000,31.385627,74.196817,6,5,5445.0,5
4795,45000000,31.513709,74.315445,5,5,5445.0,5
4796,31000000,31.402696,74.164517,7,6,5445.0,5
4797,8800000,31.503922,74.26007,4,6,1361.255,5
4798,23000000,31.537458,74.41332,5,4,2722.51,5
4799,50000000,31.385627,74.196817,7,5,5445.0,5
4800,15000000,31.557474,74.401431,2,4,1089.004,5
4801,1500000,31.626564,74.281826,1,1,6806.275,5
4802,12000000,31.55529828,74.31555748,2,4,17424.064,2
4803,30000000,31.492615,74.265647,4,4,2722.51,5
4804,32500000,31.494408,74.43767,0,0,5445.0,5
4805,12000000,31.626564,74.281826,5,4,1361.255,5
4806,12000000,31.537866,74.453144,4,3,1361.255,5
4807,13500000,31.375843,74.189715,6,5,2722.51,5
4808,6800000,31.376356,74.2637,2,4,1361.255,5
4809,3200000,31.598824,74.228218,5,3,816.7529999999999,5
4810,3300000,31.431593,74.179974,2,2,544.502,5
4811,21500000,31.518118,74.288764,5,4,2450.259,5
4812,7900000,31.321711,74.38272,3,2,1361.255,5
4813,15500000,31.462493,74.452372,4,3,1361.255,5
4814,47000000,31.505678,74.348202,5,5,5445.0,5
4815,21000000,31.442797,74.253488,6,5,2722.51,5
4816,32500000,31.420167,74.285746,6,7,5445.0,5
4817,8000000,31.582466,74.326029,2,5,544.502,5
4818,10800000,31.470253,74.214306,4,4,1905.757,5
4819,14800000,31.443859,74.44052,0,3,1361.255,5
4820,17000000,31.365803,74.190116,7,5,2722.51,5
4821,9200000,31.450925,74.354287,4,5,1361.255,5
4822,37200000,31.40537,74.257078,0,0,5445.0,5
4823,21000000,31.486504,74.404778,3,4,2722.51,5
4824,31500000,31.438257,74.275374,6,5,5445.0,5
4825,19000000,31.443456,74.25632,6,5,3267.012,5
4826,21500000,31.537866,74.453144,5,4,2722.51,5
4827,4200000,31.450925,74.354287,4,5,816.7529999999999,5
4828,30000000,31.462347,74.293642,6,5,5445.0,5
4829,22500000,31.46234703,74.29364014,4,5,2450.259,5
4830,22500000,31.45894236,74.43601024,3,3,2994.7609999999995,5
4831,12000000,31.554108,74.30512,3,6,17696.315,5
4832,5600000,31.530463,74.282451,1,3,1089.004,5
4833,15500000,31.420094,74.254174,4,3,1361.255,5
4834,9000000,31.51563,74.28675,4,3,816.7529999999999,5
4835,11000000,31.5838,74.339662,3,5,816.7529999999999,5
4836,3000000,31.469924,74.267278,0,0,4628.267,2
4837,5800000,31.58398,74.461377,3,3,816.7529999999999,5
4838,13000000,31.453707,74.228239,6,6,2178.008,5
4839,16500000,31.498507,74.339025,4,3,2722.51,2
4840,4490000,31.617847,74.217387,4,3,816.7529999999999,5
4841,11500000,31.471351,74.261484,4,3,1361.255,5
4842,3650000,31.473474,74.429569,2,2,816.7529999999999,5
4843,32000000,31.465275,74.291897,6,5,5445.0,5
4844,7200000,31.350234,74.136994,4,3,1361.255,5
4845,5200000,31.557474,74.401431,3,3,9528.785,5
4846,5600000,31.668906,74.255742,4,5,1089.004,5
4847,24000000,31.478891,74.329348,6,4,2722.51,5
4848,2000000,31.522361,74.347173,1,1,3267.012,2
4849,7200000,31.473596,74.393917,3,3,8712.032,5
4850,30000000,31.465275,74.291897,6,5,4900.518,5
4851,10500000,31.479211,74.295078,6,5,9528.785,5
4852,12000000,31.572905,74.404206,3,4,1361.255,5
4853,10500000,31.317861,74.21814,6,5,2178.008,5
4854,18000000,31.548701,74.303386,7,5,2994.7609999999995,5
4855,12500000,31.460187,74.432459,3,3,2722.51,2
4856,3500000,31.428051,74.379676,2,2,6806.275,5
4857,41000000,31.473474,74.429569,1,2,21780.0,6
4858,20000000,31.484893,74.472342,1,2,5172.768999999999,5
4859,8000000,31.429249,74.23078,0,0,1361.255,5
4860,7000000,31.584531,74.372978,2,5,816.7529999999999,5
4861,12500000,31.49858,74.40927,0,3,1633.506,5
4862,10500000,31.572905,74.404206,4,4,1361.255,5
4863,37500000,31.457991,74.411817,0,5,5445.0,5
4864,6400000,31.539206,74.305515,4,3,9528.785,5
4865,4200000,31.560697,74.421326,3,4,6806.275,5
4866,34500000,31.475231,74.359496,4,6,5172.768999999999,5
4867,3300000,31.582849,74.417009,2,2,816.7529999999999,5
4868,39000000,31.385627,74.196817,6,5,5445.0,5
4869,47000000,31.379287,74.181308,6,5,5445.0,5
4870,44000000,31.44785,74.278207,6,5,5445.0,5
4871,12500000,31.429436,74.24382,0,0,1633.506,5
4872,86000000,31.483283,74.395723,0,0,10890.0,5
4873,16800000,31.379287,74.181304,6,5,2722.51,5
4874,9800000,31.320354,74.403441,5,3,1361.255,5
4875,21000000,31.37108,74.190316,6,5,2722.51,5
4876,33500000,31.524191,74.259582,7,6,5445.0,5
4877,40000000,31.386395,74.183106,6,5,5445.0,5
4878,13200000,31.413029,74.168558,2,2,11979.043999999998,2
4879,36000000,31.462347,74.29364,6,6,5445.0,5
4880,21000000,31.446824,74.404736,5,5,2722.51,5
4881,43000000,31.533849,74.409633,6,5,4628.267,5
4882,32500000,31.443383,74.286324,6,6,5445.0,5
4883,42500000,31.44558,74.401217,6,6,5445.0,5
4884,3500000,31.586469,74.30774,1,6,544.502,5
4885,25000000,31.550818,74.37923,6,8,3267.012,5
4886,4500000,31.381284,74.251868,0,0,816.7529999999999,5
4887,12800000,31.452609,74.249039,4,4,2722.51,5
4888,5500000,31.532236,74.290826,0,0,816.7529999999999,5
4889,55000000,31.478379,74.319921,0,0,5445.0,5
4890,3090000,31.290941,74.227944,4,3,816.7529999999999,2
4891,64000000,31.5288,74.39312,5,4,5445.0,5
4892,19800000,31.375843,74.189715,6,5,2722.51,5
4893,115000000,31.483283,74.335728,4,4,10890.0,5
4894,10600000,31.49858,74.40927,4,3,1633.506,5
4895,240000000,31.479477,74.333482,0,0,21780.0,5
4896,3500000,31.626564,74.281826,1,2,816.7529999999999,5
4897,5800000,31.58398,74.461377,0,3,816.7529999999999,5
4898,16000000,31.473596,74.393917,6,9,1905.757,5
4899,6000000,31.450926,74.35429,1,3,1633.506,5
4901,2800000,31.433918,74.362481,2,1,544.502,5
4902,9500000,31.448875,74.332094,2,3,1361.255,5
4903,27500000,31.361846,74.22123,7,7,5445.0,5
4904,22000000,31.559198,74.351165,5,7,2994.7609999999995,5
4905,30000000,31.454696,74.28719,4,8,3267.012,5
4906,5025000,31.317861,74.21814,2,2,8439.780999999999,2
4907,18500000,31.500848,74.272971,4,4,2722.51,5
4908,21500000,31.379287,74.181304,7,5,2722.51,5
4909,35000000,31.478159,74.254017,7,6,5445.0,5
4910,8500000,31.506008,74.293156,3,3,816.7529999999999,5
4911,22500000,31.523532,74.263744,5,5,2722.51,5
4912,8500000,31.533262,74.316587,2,4,1361.255,5
4913,1790000,31.52299,74.298093,1,1,272.251,2
4914,34000000,31.478891,74.329348,5,4,5445.0,5
4915,15000000,31.469082,74.266148,4,5,1361.255,5
4916,28000000,31.505166,74.281983,4,5,2994.7609999999995,5
4917,25000000,31.300536,74.070125,0,0,27225.0,6
4918,14000000,31.432105,74.349117,5,4,1361.255,5
4919,5200000,31.373864,74.362316,0,0,1089.004,5
4920,4000000,31.499751,74.355125,0,0,544.502,2
4921,6900000,31.432105,74.349117,4,3,9528.785,5
4922,21000000,31.517283,74.282823,5,5,2722.51,5
4923,11500000,31.537866,74.453144,4,3,1361.255,5
4924,8500000,31.448966,74.292209,2,2,1361.255,5
4925,40500000,31.436646,74.267135,7,6,5445.0,5
4926,8000000,31.550672,74.403963,2,4,1361.255,5
4927,7700000,31.598386,74.480821,5,5,1089.004,5
4928,8000000,31.598386,74.480821,0,0,11434.542,5
4929,22500000,31.375843,74.189715,6,5,2722.51,5
4930,65000000,31.536408,74.416037,5,5,5445.0,5
4931,65000000,31.547381,74.393892,5,5,5445.0,5
4932,15000000,31.394581,74.286245,3,2,2722.51,5
4933,100000000,31.522361,74.347173,7,7,5445.0,5
4934,23000000,31.524191,74.453995,6,5,2722.51,5
4935,28000000,31.374046,74.2138,4,4,5445.0,5
4936,5600000,31.410498,74.237695,3,3,14973.804999999998,5
4937,13500000,31.49858,74.40927,2,2,2722.51,5
4938,13000000,31.476512,74.418805,3,2,2178.008,5
4939,22500000,31.431593,74.179974,4,6,39476.395,5
4940,2300000,31.626564,74.281826,3,2,816.7529999999999,5
4941,24500000,31.53425,74.30073,6,11,3539.263,5
4942,4500000,31.425944,74.295998,1,3,1089.004,5
4943,240000000,31.426905,74.240541,0,0,21780.0,5
4944,10000000,31.567377,74.415584,0,0,1361.255,5
4945,15500000,31.413355,74.239926,7,6,5445.0,5
4946,6169000,31.418695,74.22756,1,1,4900.518,2
4947,8600000,31.452572,74.293304,5,3,816.7529999999999,5
4948,18500000,31.416285,74.211788,6,4,2722.51,5
4949,18500000,31.490127,74.418805,6,4,2722.51,5
4950,4200000,31.560697,74.421326,3,2,1361.255,5
4951,5700000,31.409436,74.188914,2,2,816.7529999999999,5
4952,22500000,31.518337,74.297862,7,6,2722.51,5
4953,21500000,31.386395,74.183106,0,0,2722.51,5
4954,45000000,31.588479,74.400444,6,5,5445.0,5
4955,39000000,31.513709,74.315445,6,7,5445.0,5
4956,11000000,31.375514,74.172735,6,4,1361.255,5
4957,23000000,31.443685,74.205662,3,2,5445.0,5
4958,180000000,31.566286,74.29874,0,0,141570.0,5
4959,7400000,31.578024,74.467807,4,3,11979.043999999998,5
4960,7500000,31.492615,74.265647,3,2,1361.255,5
4961,8700000,31.451508,74.29587,5,3,816.7529999999999,5
4962,19200000,31.391744,74.159746,5,5,2722.51,5
4963,1300000,31.416285,74.211788,0,0,816.7529999999999,2
4964,7800000,31.441992,74.291389,3,3,1089.004,5
4965,30000000,31.47428,74.380918,0,0,5445.0,5
4966,10000000,31.351625,74.2299,3,4,1361.255,5
4967,9500000,31.393209,74.175897,5,4,1361.255,5
4968,7500000,31.594077,74.302698,3,4,6806.275,5
4969,3500000,31.434742,74.304729,2,2,9528.785,5
4970,8600000,31.463074,74.321506,3,3,1361.255,5
4971,12500000,31.536408,74.416038,3,3,2722.51,2
4972,22500000,31.461761,74.368343,5,4,2722.51,5
4973,5000000,31.590554,74.208219,5,3,816.7529999999999,5
4974,8500000,31.455431,74.227133,4,6,1361.255,5
4975,150000000,31.500556,74.367728,10,11,206910.0,5
4976,9200000,31.521703,74.298978,4,6,1361.255,5
4977,50000000,31.430421,74.267721,6,5,10890.0,5
4978,32000000,31.59587695,74.34684813,4,5,2722.51,5
4979,30000000,31.572434,74.413002,2,2,4628.267,5
4980,8500000,31.448765,74.291825,2,2,1361.255,5
4981,2800000,31.450925,74.354287,3,3,9528.785,5
4982,13000000,31.500117,74.359753,6,5,2178.008,5
4983,7550000,31.590554,74.208219,4,4,1361.255,5
4984,11200000,31.470038,74.260022,3,3,1361.255,5
4985,21000000,31.515411,74.258294,5,5,2722.51,5
4986,19000000,31.502374,74.44698,4,3,2450.259,2
4987,9000000,31.598824,74.228218,5,4,1361.255,5
4988,8700000,31.598824,74.228218,5,4,1361.255,5
4989,9500000,31.598824,74.228218,5,4,1633.506,5
4990,5000000,31.598824,74.228218,4,3,816.7529999999999,5
4991,5000000,31.502166,74.333439,3,3,816.7529999999999,5
4992,14000000,31.438667,74.495138,2,3,87120.0,6
4993,5800000,31.571516,74.367084,0,0,10073.286999999998,5
4994,19000000,31.40537,74.25708,4,4,2722.51,5
4995,4800000,31.318439,74.225283,2,2,1361.255,2
4996,55000000,31.467105,74.459581,6,5,5445.0,5
4997,13000000,31.317348,74.206967,3,3,2178.008,5
4998,17000000,31.56625,74.344125,4,7,3539.263,5
4999,11800000,31.460187,74.432459,4,3,2722.51,2
5000,12900000,31.389839,74.285774,3,4,1361.255,5
5001,12000000,31.557474,74.401431,3,5,1361.255,5
5002,21000000,31.559198,74.351165,0,0,2994.7609999999995,5
5003,2800000,31.466167,74.244961,2,2,544.502,5
5004,3800000,31.584568,74.47378,2,0,816.7529999999999,5
5005,3500000,31.563252,74.413877,3,3,4083.765,5
5006,8200000,31.590394,74.467811,4,3,1089.004,5
5007,45000000,31.458466,74.292161,7,5,5445.0,5
5008,4490000,31.617847,74.217387,3,3,816.7529999999999,5
5009,14000000,31.321674,74.38086,0,0,2722.51,5
5010,39500000,31.443749,74.259152,7,6,5445.0,5
5011,80000000,31.443383,74.286325,0,10,10890.0,5
5012,65000000,31.471571,74.445906,6,5,5445.0,5
5013,21500000,31.368955,74.179244,3,5,2722.51,5
5014,4500000,31.598821,74.253584,0,0,1633.506,5
5015,19000000,31.508898,74.283356,4,4,2722.51,5
5016,30000000,31.465422,74.385309,5,5,5445.0,5
5017,15000000,31.462347,74.293642,4,4,1361.255,5
5018,23000000,31.473474,74.429569,1,1,21780.0,6
5019,22500000,31.515411,74.258294,5,5,2722.51,5
5020,12500000,31.447703,74.409313,5,5,1361.255,5
5021,32500000,31.452023,74.26255,6,5,4900.518,5
5022,3700000,31.521703,74.298978,3,4,6806.275,5
5023,14500000,31.466814,74.381748,1,1,10617.789,2
5024,3500000,31.450925,74.354287,2,3,816.7529999999999,5
5025,21000000,31.368955,74.179244,6,5,2722.51,5
5026,55000000,31.469155,74.470553,6,5,5445.0,5
5027,120000000,31.469155,74.470553,8,7,5445.0,5
5028,35000000,31.469155,74.470553,5,4,3811.514,5
5029,29000000,31.469155,74.470553,5,4,3811.514,5
5030,19000000,31.469155,74.470553,5,4,2722.51,5
5031,21000000,31.469155,74.470553,5,4,2722.51,5
5032,12500000,31.519709,74.32281,5,5,1633.506,5
5033,24000000,31.469155,74.470553,5,4,2722.51,5
5034,7500000,31.421266,74.283972,2,2,14973.804999999998,5
5035,6000000,31.505514,74.265089,2,3,544.502,5
5036,13000000,31.563252,74.413877,4,3,2178.008,5
5037,13500000,31.317861,74.21814,4,4,2178.008,5
5038,14800000,31.517532,74.260182,4,3,1361.255,5
5039,20000000,31.477098,74.357271,0,0,5445.0,5
5040,45000000,31.462493,74.409342,6,6,5445.0,5
5041,44000000,31.47428,74.380918,6,5,5445.0,5
5042,13500000,31.499348,74.416959,4,3,2178.008,5
5043,3700000,31.470694,74.241356,2,4,816.7529999999999,5
5044,4500000,31.375514,74.172735,0,0,6261.772999999999,2
5045,9200000,31.499386,74.24853,6,4,1361.255,5
5046,85000000,31.466373,74.315983,10,10,16335.0,5
5047,49500000,31.478379,74.319921,5,4,4083.765,5
5048,33500000,31.446824,74.404736,6,5,5445.0,5
5049,30500000,31.446824,74.404736,6,5,5445.0,5
5050,31000000,31.448966,74.292209,6,5,5445.0,5
5051,50000000,31.465312,74.303584,4,10,5445.0,5
5052,8800000,31.492213,74.251013,3,4,1361.255,5
5053,66500000,31.460224,74.417911,6,5,5445.0,5
5054,2200000,31.428051,74.379676,2,3,544.502,5
5055,14800000,31.523532,74.263744,4,3,1361.255,5
5056,9000000,31.522288,74.287734,3,3,1089.004,5
5057,9200000,31.446824,74.404736,4,3,1361.255,5
5058,2200000,31.493297,74.247151,2,2,4083.765,5
5059,4900000,31.450925,74.354287,4,4,1089.004,5
5060,10500000,31.39592,74.210501,4,4,1361.255,5
5061,52000000,31.455721,74.386368,6,5,5445.0,5
5062,47500000,31.471571,74.445906,5,5,5445.0,5
5063,26500000,31.399107,74.272857,0,6,5445.0,5
5064,29500000,31.40874,74.276233,0,5,5445.0,5
5065,12500000,31.416932,74.282546,7,7,1361.255,5
5066,3500000,31.626564,74.281826,2,2,6806.275,5
5067,10500000,31.393133,74.17372,4,4,1361.255,5
5068,13500000,31.469082,74.26615,0,0,1361.255,5
5069,2500000,31.583142,74.333324,1,2,4083.765,5
5070,10000000,31.49858,74.40927,5,4,1633.506,5
5071,36500000,31.446824,74.404736,7,6,5445.0,5
5072,4950000,31.422218,74.364395,4,6,816.7529999999999,5
5073,2000000,31.595726,74.50145,1,1,1089.004,5
5074,14000000,31.431054,74.291125,6,6,3811.514,5
5075,20000000,31.365803,74.190116,6,5,2722.51,5
5076,14500000,31.566287,74.298735,5,4,1089.004,5
5077,93000000,31.52997,74.376383,8,6,10890.0,5
5078,10500000,31.534985,74.29488,4,4,1633.506,5
5079,13500000,31.471571,74.445906,5,3,1361.255,5
5080,45000000,31.423683,74.190931,7,7,10890.0,5
5081,13000000,31.460187,74.432459,4,3,2722.51,2
5082,32000000,31.446824,74.404736,6,5,5445.0,5
5083,33200000,31.446824,74.404736,6,5,5445.0,5
5084,33000000,31.446824,74.404736,6,5,4356.016,5
5085,56000000,31.471571,74.445906,6,5,5445.0,5
5086,5000000,31.584531,74.372978,2,1,816.7529999999999,5
5087,25000000,31.537287,74.273315,0,0,2450.259,5
5088,14000000,31.517283,74.282823,4,4,1089.004,5
5089,5800000,31.571516,74.367084,5,3,1089.004,5
5090,15500000,31.525727,74.327059,5,5,1361.255,5
5091,2500000,31.389839,74.285774,0,0,816.7529999999999,2
5092,40000000,31.554108,74.30512,6,0,70785.0,5
5093,25000000,31.505678,74.348202,4,4,2722.51,5
5094,11900000,31.446824,74.404736,4,3,1361.255,5
5095,9800000,31.446824,74.404736,4,3,1361.255,5
5096,6500000,31.589742,74.451851,4,3,1089.004,5
5097,7800000,31.596796,74.38581,4,8,1361.255,5
5098,5200000,31.466167,74.244961,2,2,816.7529999999999,5
5099,19000000,31.458647,74.440962,2,5,1905.757,5
5100,9900000,31.539206,74.305515,2,3,816.7529999999999,5
5101,6500000,31.586813,74.483061,5,3,1361.255,5
5102,11000000,31.393209,74.175897,5,4,1361.255,5
5103,16900000,31.381193,74.188771,6,5,2178.008,5
5104,4600000,31.470693,74.241357,4,4,816.7529999999999,5
5105,6500000,31.42630005,74.2895813,3,3,816.7529999999999,5
5106,16000000,31.533262,74.316587,0,0,2722.51,5
5107,42500000,31.515264,74.356713,5,5,2722.51,5
5108,5500000,31.496091,74.406009,2,3,1361.255,5
5109,5500000,31.496091,74.406009,1,3,1361.255,5
5110,2490000,31.545518,74.167062,2,2,816.7529999999999,5
5111,3450000,31.496091,74.393234,2,2,544.502,5
5112,40000000,31.462493,74.409342,5,4,2722.51,5
5113,22000000,31.465311,74.30358,3,4,3267.012,5
5114,2500000,31.477208,74.278393,1,1,3539.263,2
5115,175000000,31.500775,74.344354,5,5,21780.0,5
5116,17000000,31.463042,74.253867,3,3,3267.012,5
5117,30000000,31.46622692,74.32010651,6,5,5445.0,5
5118,50000000,31.507837,74.355898,0,0,65340.0,5
5119,16500000,31.473474,74.429569,5,3,1361.255,5
5120,6000000,31.571516,74.367084,4,4,1089.004,5
5121,7700000,31.587475,74.47566,5,5,1361.255,5
5122,5000000,31.54338942,74.27963504,2,4,816.7529999999999,5
5123,15000000,31.590088,74.345241,4,5,12251.294999999998,5
5124,3300000,31.626564,74.281826,2,3,1089.004,5
5125,6000000,31.533262,74.316587,3,3,6806.275,5
5126,11000000,31.392916,74.175482,4,4,1361.255,5
5127,8200000,31.56625,74.344125,2,4,816.7529999999999,5
5128,11500000,31.499751,74.355125,6,6,1361.255,5
5129,32500000,31.551184,74.284058,5,5,2994.7609999999995,5
5130,16500000,31.321674,74.38086,6,6,2722.51,5
5131,10000000,31.463041,74.25387,5,4,1361.255,5
5132,18000000,31.53425,74.30073,4,4,2994.7609999999995,5
5133,9000000,31.529861,74.303155,3,4,1089.004,5
5134,27000000,31.446824,74.404736,5,4,4083.765,5
5135,11800000,31.446824,74.404736,4,3,1361.255,5
5136,10300000,31.446824,74.404736,4,3,1361.255,5
5137,45000000,31.437744,74.21349,5,5,5445.0,5
5138,36500000,31.446824,74.404736,6,5,5445.0,5
5139,31000000,31.418482,74.260526,3,3,5445.0,5
5140,10000000,31.539206,74.305515,4,4,1089.004,5
5141,8800000,31.534067,74.453945,4,3,1361.255,5
5142,24000000,31.528941,74.454131,5,4,2722.51,5
5143,52500000,31.540874,74.310588,7,6,65340.0,5
5144,23000000,31.528141,74.45888,6,5,2722.51,5
5145,14500000,31.318439,74.225283,6,4,1905.757,5
5146,5800000,31.582612,74.416838,0,0,816.7529999999999,5
5147,15000000,31.462347,74.293642,4,5,2178.008,5
5148,23000000,31.409896,74.251543,0,0,2722.51,5
5149,25000000,31.403869,74.255176,0,0,2722.51,5
5150,7500000,31.533372,74.451342,4,3,9528.785,5
5151,15000000,31.384746,74.261613,4,5,2450.259,5
5152,7500000,31.566286,74.29874,4,6,14429.302999999998,5
5153,8500000,31.572434,74.413002,3,3,1089.004,5
5154,13500000,31.528283,74.463143,5,4,14973.804999999998,5
5155,9500000,31.446824,74.404736,4,3,1361.255,5
5156,56000000,31.552647,74.385338,7,7,10890.0,5
5157,36000000,31.446824,74.404736,6,5,5445.0,5
5158,6500000,31.572261,74.417101,4,5,6261.772999999999,5
5159,30800000,31.446824,74.404736,6,5,5445.0,5
5160,16500000,31.435035,74.264131,0,4,2450.259,5
5161,37500000,31.455721,74.386368,7,4,2722.51,5
5162,12000000,31.387703,74.17603,4,3,32125.618,5
5163,25000000,31.462493,74.452372,5,4,2722.51,5
5164,11000000,31.432398,74.249282,3,3,1361.255,5
5165,13200000,31.375514,74.172735,4,3,1361.255,5
5166,10000000,31.393133,74.17372,0,3,1361.255,5
5167,12000000,31.574629,74.38565,2,3,1633.506,5
5168,5500000,31.574084,74.421837,2,3,6806.275,5
5169,10500000,31.453414,74.31623,3,4,1361.255,5
5170,61000000,31.471571,74.445906,6,5,5445.0,5
5171,8500000,31.492615,74.265647,4,3,9528.785,5
5172,80000000,31.400097,74.25968,0,0,10890.0,5
5173,65000000,31.473475,74.429565,2,2,87120.0,6
5174,2880000,31.477098,74.357271,2,2,4083.765,5
5175,11000000,31.453415,74.202,4,3,1361.255,5
5176,35000000,31.453414,74.31623,6,5,5445.0,5
5177,8800000,31.534067,74.453945,0,0,1361.255,5
5178,2700000,31.590709,74.47855,2,2,544.502,5
5179,13000000,31.438037,74.434512,4,3,1361.255,5
5180,5000000,31.541664,74.287664,2,4,816.7529999999999,5
5181,5200000,31.476585,74.274352,2,2,1089.004,2
5182,12500000,31.528283,74.463143,4,3,14973.804999999998,5
5183,6600000,31.410095,74.222553,3,3,816.7529999999999,5
5184,11500000,31.434742,74.304729,0,0,1361.255,5
5185,6500000,31.49133492,74.36130524,0,4,816.7529999999999,5
5186,4800000,31.317861,74.21814,1,2,1361.255,2
5187,8500000,31.409619,74.166126,3,4,1361.255,5
5188,15500000,31.446824,74.404736,5,4,2722.51,5
5189,10000000,31.397055,74.269466,4,3,2178.008,5
5190,140000000,31.473474,74.429569,6,5,38115.0,6
5191,4800000,31.560697,74.421326,3,3,6806.275,5
5192,19000000,31.4865036,74.40477753,4,4,2722.51,5
5193,14000000,31.500556,74.367728,4,5,1361.255,5
5194,180000000,31.519709,74.32281,0,6,16335.0,5
5195,3900000,31.40537,74.257078,1,2,816.7529999999999,2
5196,4500000,31.350707,74.228839,7,6,816.7529999999999,5
5197,75000000,31.500556,74.367728,3,3,81675.0,5
5198,59000000,31.438916,74.211559,0,5,5445.0,5
5199,41000000,31.533849,74.409633,7,5,4628.267,5
5200,15000000,31.45539,74.29242,0,0,1905.757,5
5201,3900000,31.473596,74.393917,2,3,5989.521999999999,5
5202,13500000,31.462347,74.293642,5,4,1361.255,5
5203,3600000,31.434742,74.304729,2,5,816.7529999999999,5
5204,55000000,31.427565,74.262328,8,8,5445.0,5
5205,5000000,31.626564,74.281826,2,4,1361.255,5
5206,3800000,31.412439,74.355361,2,2,816.7529999999999,5
5207,7500000,31.427708,74.246722,2,2,816.7529999999999,5
5208,6500000,31.427708,74.246722,3,3,816.7529999999999,5
5209,7500000,31.427708,74.246722,3,3,1361.255,5
5210,7000000,31.427708,74.246722,3,3,1361.255,5
5211,6300000,31.427708,74.246722,3,3,1089.004,5
5212,8000000,31.427708,74.246722,4,4,1089.004,5
5213,3800000,31.427708,74.246722,3,3,544.502,5
5214,8000000,31.427708,74.246722,5,4,1089.004,5
5215,5500000,31.489185,74.249303,0,0,1361.255,5
5216,4000000,31.48547935,74.25006104,0,0,544.502,5
5217,4000000,31.431593,74.179974,0,0,544.502,5
5218,3500000,31.431593,74.17998,0,0,816.7529999999999,5
5219,9000000,31.549136,74.315114,2,3,544.502,5
5220,23000000,31.554108,74.30512,4,6,2450.259,5
5221,11000000,31.421742,74.282985,5,4,11434.542,5
5222,30000000,31.532236,74.290826,4,4,5445.0,5
5223,12000000,31.528283,74.463143,4,3,1361.255,5
5224,9000000,31.584532,74.37298,2,5,1361.255,5
5225,13000000,31.432398,74.249282,4,3,1361.255,5
5226,8000000,31.53425,74.30073,3,3,816.7529999999999,5
5227,24000000,31.413648,74.254518,5,5,2722.51,5
5228,15500000,31.374964,74.199844,5,5,2722.51,5
5229,100000000,31.500556,74.367728,6,5,81675.0,5
5230,5800000,31.581899,74.463515,3,3,816.7529999999999,5
5231,15500000,31.438037,74.434512,0,3,1361.255,5
5232,4500000,31.593305,74.309363,2,2,816.7529999999999,5
5233,19000000,31.533849,74.409633,4,3,2722.51,2
5234,58500000,31.435347,74.47317,5,5,21780.0,6
5235,19000000,31.517283,74.282823,0,0,20418.825,5
5236,29000000,31.443749,74.259152,6,5,5445.0,5
5237,15000000,31.418592,74.284101,5,5,2178.008,5
5238,6250000,31.59783254,74.47256541,3,3,1089.004,5
5239,13000000,31.466922,74.26981,0,4,1361.255,5
5240,16000000,31.473072,74.28611,0,4,20418.825,5
5241,25500000,31.492981,74.312468,7,6,2722.51,5
5242,20500000,31.453415,74.31623,5,6,2722.51,5
5243,11600000,31.434522,74.266148,3,4,1361.255,5
5244,35000000,31.46019,74.376557,7,6,5445.0,5
5245,11000000,31.450522,74.394553,4,4,15518.307,5
5247,11000000,31.421267,74.28397,5,5,2178.008,5
5248,7500000,31.433918,74.362481,3,3,1633.506,5
5250,7500000,31.490127,74.418805,4,3,9528.785,5
5251,8500000,31.405462,74.162757,3,3,1361.255,5
5252,40500000,31.533849,74.409633,6,5,4628.267,5
5253,20000000,31.525956,74.342206,3,6,1361.255,5
5254,6500000,31.473474,74.429569,3,3,1361.255,5
5255,17000000,31.433497,74.248853,7,6,2722.51,5
5256,16000000,31.447394,74.425359,6,4,2722.51,5
5257,6700000,31.560705,74.43251,6,4,1361.255,5
5258,14500000,31.438037,74.434512,2,3,1361.255,5
5259,13900000,31.441186,74.443352,4,4,1361.255,5
5260,14500000,31.443859,74.44052,3,4,1361.255,5
5261,3500000,31.410095,74.222553,3,3,816.7529999999999,5
5262,5600000,31.394088,74.367428,2,3,1361.255,5
5263,12000000,31.544308,74.383832,3,3,1361.255,2
5264,6200000,31.470253,74.214306,2,3,9528.785,5
5265,6200000,31.410095,74.222553,3,3,816.7529999999999,5
5266,18500000,31.472706,74.326665,0,0,3267.012,5
5267,34000000,31.402207,74.253034,6,5,5445.0,5
5268,10000000,31.546064,74.425321,4,5,1089.004,5
5270,38000000,31.397312,74.264917,7,6,5445.0,5
5271,20000000,31.551184,74.284058,5,5,1905.757,5
5272,20000000,31.500556,74.367728,7,5,1905.757,5
5273,5000000,31.571589,74.383006,1,2,1089.004,5
5274,32700000,31.460187,74.432459,5,4,5445.0,5
5275,37500000,31.514971,74.444042,6,6,5445.0,5
5276,35000000,31.44785,74.278207,7,6,5445.0,5
5277,50000000,31.374195,74.191482,6,5,5445.0,5
5278,6299000,31.380093,74.264481,3,3,1089.004,5
5279,61500000,31.469521,74.363322,6,5,5445.0,5
5280,3500000,31.463074,74.321506,2,2,544.502,5
5281,18000000,31.602644,74.340019,3,6,1633.506,5
5282,20000000,31.533849,74.409633,3,3,2722.51,2
5284,6000000,31.584531,74.372978,5,5,816.7529999999999,5
5285,35500000,31.360307,74.185731,0,5,5445.0,5
5286,3500000,31.588479,74.400444,2,2,6806.275,5
5287,36000000,31.475158,74.393277,5,4,2722.51,5
5288,27500000,31.40537,74.257078,6,5,4356.016,5
