,price,latitude,longitude,baths,bedrooms,Total_Area,PropertyType
415,8000000,31.39537,74.269123,0,0,2178.008,5
416,10000000,31.409802,74.193678,5,4,1361.255,5
417,9150000,31.455172,74.202454,3,4,1361.255,5
418,7500000,31.413355,74.239926,3,3,1089.004,5
419,60000000,31.444334,74.304698,6,6,10890.0,5
420,2500000,31.403473,74.196754,2,2,816.7529999999999,2
421,12000000,31.492682,74.42323,5,4,1089.004,5
422,52500000,31.471571,74.445906,6,5,5445.0,5
423,10000000,31.569505,74.295473,4,3,1089.004,5
424,4700000,31.502167,74.33344,3,2,816.7529999999999,5
425,5200000,31.598824,74.228218,5,3,816.7529999999999,5
426,19500000,31.444334,74.304698,4,5,2722.51,5
427,21800000,31.537605,74.419,5,4,2722.51,5
428,15000000,31.538054,74.29891,4,5,2722.51,5
429,5500000,31.57662255,74.41897843,1,2,816.7529999999999,5
430,7500000,31.474389,74.269123,3,3,3267.012,5
431,11500000,31.375514,74.172735,3,3,1361.255,5
432,25500000,31.368955,74.179244,7,6,2722.51,5
433,8500000,31.48012361,74.32177987,4,5,1361.255,5
434,30000000,31.513289,74.293585,6,5,2722.51,5
435,18000000,31.466167,74.244961,5,4,2450.259,5
436,6500000,31.59495,74.470518,0,0,816.7529999999999,5
437,12000000,31.49716181,74.41377997,4,3,1361.255,5
438,12500000,31.462347,74.293642,3,3,1361.255,5
439,5000000,31.374195,74.191482,1,1,7623.027999999999,2
440,16500000,31.441113,74.239683,4,4,2722.51,5
441,6000000,31.588834,74.471097,3,2,1089.004,5
442,8500000,31.455867,74.274273,3,3,816.7529999999999,5
443,10500000,31.375165,74.253992,0,4,2722.51,5
444,25000000,31.53425,74.30073,3,3,3267.012,5
445,30000000,31.471571,74.445906,5,4,2722.51,5
446,59500000,31.52997,74.376383,0,8,59895.0,5
447,28500000,31.494408,74.437666,6,4,2722.51,5
448,9500000,31.450248,74.200931,4,4,2722.51,5
449,22000000,31.371391,74.170096,6,5,2722.51,5
450,11000000,31.477098,74.35727,0,0,1905.757,5
451,6000000,31.364343,74.213113,4,3,816.7529999999999,5
452,4000000,31.598386,74.480821,4,3,1361.255,5
453,4300000,31.496092,74.393234,2,4,1089.004,5
454,55000000,31.478891,74.329348,0,0,5445.0,5
455,6000000,31.412563,74.170745,0,2,11162.291,2
456,9500000,31.422981,74.28193,4,4,1089.004,5
457,32500000,31.478928,74.253373,10,7,5445.0,5
458,4700000,31.428051,74.37968,3,3,816.7529999999999,5
459,39000000,31.495909,74.350569,5,4,3811.514,5
460,55000000,31.431007,74.210658,6,6,87120.0,5
461,14000000,31.494262,74.400187,4,4,2178.008,5
462,26500000,31.502385,74.414506,6,5,3267.012,5
463,10000000,31.502385,74.414506,4,3,1361.255,5
464,15000000,31.44164374,74.20201421,7,5,19874.323,5
465,15000000,31.320611,74.403269,4,6,2178.008,5
466,20500000,31.375843,74.189715,7,5,2722.51,5
467,8000000,31.476512,74.418805,4,4,1361.255,5
468,3500000,31.557474,74.395108,2,3,6806.275,5
469,27000000,31.602644,74.340019,6,7,29403.108,5
470,18000000,31.520605,74.261212,3,3,2722.51,5
471,3400000,31.373864,74.362316,2,2,7350.776999999999,5
472,19000000,31.477098,74.357271,3,3,2722.51,5
473,8500000,31.320354,74.403441,4,3,1361.255,5
474,2500000,31.57134,74.394071,0,0,6806.275,2
475,72500000,31.534067,74.453945,7,7,10890.0,5
476,15000000,31.461139,74.233675,4,3,2722.51,5
477,3800000,31.626564,74.281826,3,3,816.7529999999999,5
478,2200000,31.496092,74.393234,1,2,544.502,5
479,65000000,31.476597,74.2563,5,4,10890.0,5
480,9000000,31.453414,74.31623,5,4,816.7529999999999,5
481,14000000,31.421266,74.283972,0,0,2178.008,5
482,7913000,31.510471,74.350526,1,1,4628.267,2
483,44000000,31.495909,74.350569,5,5,5445.0,5
484,3200000,31.428051,74.379676,2,2,1089.004,5
485,2400000,31.626564,74.281826,2,3,9528.785,5
486,5000000,31.563252,74.413877,0,0,1089.004,5
487,6600000,31.427946,74.343731,3,3,816.7529999999999,5
488,2700000,31.502167,74.33344,0,2,1089.004,2
489,9500000,31.580583,74.301438,3,4,816.7529999999999,5
490,10000000,31.56430212,74.41203117,0,0,1089.004,5
491,42500000,31.379287,74.181304,0,5,5445.0,5
492,6200000,31.523532,74.263744,2,4,816.7529999999999,5
493,11000000,31.528283,74.463143,4,3,1361.255,5
494,7500000,31.563251,74.41388,4,3,9528.785,5
495,5000000,31.492432,74.427974,2,3,816.7529999999999,5
496,7400000,31.431593,74.179974,4,3,11434.542,5
497,13500000,31.521776,74.319835,4,5,1089.004,5
498,5500000,31.599153,74.403949,1,1,1361.255,5
499,8500000,31.578462,74.346285,4,5,1361.255,5
500,11700000,31.584532,74.37298,3,5,1089.004,5
501,28500000,31.40537,74.257078,7,6,5445.0,5
502,110000000,31.49954029,74.37354684,0,0,16335.0,5
503,31000000,31.433497,74.248853,6,5,5445.0,5
504,18000000,31.433497,74.248853,6,5,2722.51,5
505,29000000,31.433497,74.248853,6,6,5445.0,5
506,20000000,31.380313,74.187183,5,5,2722.51,5
507,18000000,31.471498,74.306667,4,4,2722.51,5
508,35000000,31.359648,74.253075,6,6,5445.0,5
509,11000000,31.347406,74.207447,4,4,2722.51,5
510,27100000,31.505678,74.348202,2,3,21235.578,2
511,39500000,31.471571,74.445906,6,5,5445.0,5
512,6400000,31.520825,74.302425,0,0,9801.036,5
513,45000000,31.46813,74.369545,0,0,5445.0,5
514,20500000,31.460187,74.432459,3,3,2722.51,5
515,15000000,31.602644,74.34002,4,3,1361.255,5
516,11000000,31.470028,74.321749,4,3,1361.255,5
517,9000000,31.466373,74.315983,3,4,1361.255,5
