latitude,longitude,baths,bedrooms,Total_Area,PropertyType,price
0.49840670546101506,0.5837644642639077,0.0,0.0,0.023529411764705882,0.8,0.6874999990234375
0.393778913007516,0.33005200491186315,0.41666666666666663,0.3333333333333333,0.00392156862745098,0.8,0.124999997265625
0.5293880297109155,0.7426961734901738,0.0,0.2,0.0017647123642845566,0.8,0.029687496967773428
0.5748632675622574,0.6357004218554891,0.5833333333333333,0.5333333333333333,0.00392156862745098,0.8,0.3906249980957031
0.5436684672827354,0.5146909379124054,0.41666666666666663,0.4,0.0021568706674589024,0.8,0.06562499708007812
0.522504998903699,0.6270933295591874,0.5,0.3333333333333333,0.00392156862745098,0.8,0.16249999738281248
0.37303575183101145,0.5138951780136836,0.5833333333333333,0.4,0.0015686332126973836,0.8,0.051562497036132804
0.4105611791658532,0.38177639832906607,0.0,0.3333333333333333,0.00392156862745098,0.8,0.1015624971923828
0.40608991111602677,0.3884019265886991,0.0,0.4,0.00392156862745098,0.8,0.09843749718261718
0.34877201746756725,0.3329808192437156,0.0,0.4,0.06274509803921569,0.8,0.124999997265625
0.4128328395224088,0.43401098354129886,0.3333333333333333,0.26666666666666666,0.014705936369037973,0.8,0.04218749700683593
0.6149825907755968,0.6363725516605427,0.41666666666666663,0.26666666666666666,0.047058823529411764,0.8,0.27343749772949216
0.5318077983197895,0.6569752455811795,0.0,0.26666666666666666,0.00196079151587173,0.8,0.051562497036132804
0.2939319348511802,0.3567177972293507,0.0,0.0,0.00196079151587173,0.8,0.057812497055664054
0.6052254592881923,0.7483587800342661,0.3333333333333333,0.26666666666666666,0.00196079151587173,0.8,0.07343749710449218
0.47760217943294236,0.7646535746344512,0.3333333333333333,0.26666666666666666,0.00392156862745098,0.8,0.07031249709472656
0.4138575885114406,0.4078310052538825,0.5833333333333333,0.4,0.003529424728569113,0.8,0.15624999736328124
0.5833554745163241,0.6225486176649326,0.5,0.4,0.00196079151587173,0.8,0.12343749726074218
0.5970634937075445,0.7470876537190065,0.41666666666666663,0.26666666666666666,0.0023529498190460758,0.8,0.08593749714355468
0.6666163298755023,0.7117590484996299,0.25,0.4,0.0021568706674589024,0.8,0.124999997265625
0.6052254592881923,0.7483587800342661,0.5,0.3333333333333333,0.00392156862745098,0.8,0.14062499731445313
0.43247119319510574,0.6335673674223585,0.16666666666666666,0.2,0.0005882374547615188,0.8,0.00999999690624999
0.6028817462683449,0.7282558302950974,0.3333333333333333,0.2,0.00196079151587173,0.8,0.06624999708203125
0.6056637796565525,0.7363649196788629,0.41666666666666663,0.26666666666666666,0.00196079151587173,0.8,0.07187499709960937
0.5972816531602945,0.7368124257925501,0.41666666666666663,0.26666666666666666,0.00196079151587173,0.8,0.06718749708496093
0.5970634937075445,0.7470876537190065,0.41666666666666663,0.26666666666666666,0.00196079151587173,0.8,0.06718749708496093
0.6056637796565525,0.7363649196788629,0.5,0.3333333333333333,0.00392156862745098,0.8,0.124999997265625
0.5970634937075445,0.7470876537190065,0.41666666666666663,0.26666666666666666,0.00196079151587173,0.8,0.08124999712890624
0.6056637796565525,0.7363649196788629,0.3333333333333333,0.26666666666666666,0.00196079151587173,0.8,0.06562499708007812
0.5972816531602945,0.7368124257925501,0.41666666666666663,0.26666666666666666,0.00196079151587173,0.8,0.07187499709960937
0.5970634937075445,0.7470876537190065,0.5,0.3333333333333333,0.00196079151587173,0.8,0.07187499709960937
0.4105611791658532,0.38177639832906607,0.41666666666666663,0.3333333333333333,0.00392156862745098,0.8,0.17968749743652343
0.7112929840420321,0.5396746644483414,0.25,0.2,0.004901978789679324,0.8,0.017187496928710928
0.6075891869367283,0.6302067183970905,0.5,0.3333333333333333,0.00392156862745098,0.8,0.15624999736328124
0.5278509062273571,0.7293075567258143,0.5,0.4,0.0015686332126973836,0.8,0.03749999699218749
0.34129455218819515,0.46430035649174783,0.0,0.0,0.00784313725490196,0.8,0.20312499750976562
0.6331358589993386,0.5112797920883168,0.6666666666666666,0.5333333333333333,0.043137254901960784,0.8,0.13281249729003905
0.3307388370159785,0.46883462077244076,0.0,0.0,0.00784313725490196,0.8,0.20781249752441405
0.7253032241265132,0.842913165199775,0.41666666666666663,0.3333333333333333,0.0011764749095230379,0.8,0.03749999699218749
0.40608991111602677,0.3884019265886991,0.5833333333333333,0.4,0.00392156862745098,0.8,0.124999997265625
0.5420572896730178,0.6229717460137181,0.5833333333333333,0.3333333333333333,0.18431372549019606,0.8,0.5624999986328125
0.4145921253844378,0.5240450345775116,0.5,0.3333333333333333,0.019019677703955778,0.8,0.053124997041015615
0.39993341133033766,0.3892986800850906,0.0,0.0,0.00392156862745098,0.8,0.14843749733886719
0.5922159506383196,0.8109974470733903,0.41666666666666663,0.3333333333333333,0.00196079151587173,0.8,0.053124997041015615
0.33557637277085206,0.5264984824928547,0.41666666666666663,0.26666666666666666,0.003529424728569113,0.8,0.07812499711914062
0.27889894724053477,0.35008008008722413,0.5,0.3333333333333333,0.00196079151587173,0.8,0.05499999704687499
0.27889894724053477,0.35008008008722413,0.5,0.3333333333333333,0.00196079151587173,0.8,0.05468749704589843
0.5984405001615656,0.7299396373455806,0.41666666666666663,0.26666666666666666,0.0033333455769819402,0.8,0.10937499721679687
0.6056637796565525,0.7363649196788629,0.41666666666666663,0.26666666666666666,0.00196079151587173,0.8,0.06874999708984374
0.5970634937075445,0.7470876537190065,0.5,0.3333333333333333,0.00196079151587173,0.8,0.07343749710449218
0.5970634937075445,0.7470876537190065,0.5,0.3333333333333333,0.00392156862745098,0.8,0.12968749728027343
