price,latitude,longitude,baths,bedrooms,Total_Area,PropertyType
11000000,31.53736,74.3307,5,5,1633.506,2
4000000,31.37108,74.190316,1,1,544.502,2
18000000,31.544308,74.383832,0,3,2722.51,2
5300000,31.35590935,74.18101501,1,1,7350.776999999999,2
13000000,31.522361,74.347172,3,3,20691.076,2
7500000,31.486851,74.408146,3,3,1905.757,2
12100000,31.418695,74.22756,2,2,16062.809,2
14000000,31.460187,74.432459,0,0,2722.51,2
20000000,31.505678,74.348202,4,3,2722.51,2
1640000,31.40396,74.214497,2,2,816.7529999999999,2
6500000,31.502374,74.44698,2,2,1089.004,2
2050000,31.40396,74.214497,2,2,816.7529999999999,2
3700000,31.380093,74.264481,1,2,1361.255,2
2200000,31.5546,74.3572,1,1,816.7529999999999,2
7044000,31.380313,74.187183,1,1,7078.526,2
5200000,31.355396,74.18556,1,1,6261.772999999999,2
2200000,31.376356,74.263701,1,2,1361.255,2
7000000,31.317861,74.21814,3,3,1361.255,2
4500000,31.56211,74.303699,2,2,816.7529999999999,2
33500000,31.544308,74.383832,3,3,29130.857,2
2000000,31.376356,74.263701,1,2,1361.255,2
18000000,31.460187,74.432459,6,4,3267.012,2
12100000,31.460187,74.432459,3,3,2722.51,2
2000000,31.561512,74.315346,0,0,7350.776999999999,2
22500000,31.533849,74.409633,6,4,36209.383,2
22500000,31.498507,74.339025,0,0,2722.51,2
14800000,31.460187,74.432459,3,3,2722.51,2
3200000,31.519709,74.32281,2,2,544.502,2
4000000,31.539206,74.305515,2,2,12795.797,2
11200000,31.364887,74.186554,2,2,11434.542,2
3600000,31.56585204,74.29760378,0,3,6806.275,2
4800000,31.462347,74.293642,2,2,8712.032,2
13000000,31.503117,74.348423,5,9,1361.255,2
18500000,31.460187,74.432459,4,4,3539.263,2
